id,joules,dataset,algorithm,features,exp
499,4.653919,orig,lr,15f,orig_lr_15f_d
500,4.253285,orig,lr,15f,orig_lr_15f_d
501,4.3146249999999995,orig,lr,15f,orig_lr_15f_d
502,4.126211,orig,lr,20f,orig_lr_20f_d
503,3.76177,orig,lr,20f,orig_lr_20f_d
504,3.670096,orig,lr,20f,orig_lr_20f_d
505,7.707805,orig,lr,10f,orig_lr_10f_d
506,7.7720139999999995,orig,lr,10f,orig_lr_10f_d
507,7.522625,orig,lr,10f,orig_lr_10f_d
508,21.110236999999998,orig,lr,15f,orig_lr_15f_d
509,20.034983999999998,orig,lr,15f,orig_lr_15f_d
510,20.863473,orig,lr,15f,orig_lr_15f_d
511,19.740733,orig,lr,20f,orig_lr_20f_d
512,18.980909,orig,lr,20f,orig_lr_20f_d
513,18.503797,orig,lr,20f,orig_lr_20f_d
514,6.427290999999999,orig,lr,10f,orig_lr_10f_d
515,6.224716,orig,lr,10f,orig_lr_10f_d
516,6.8466629999999995,orig,lr,10f,orig_lr_10f_d
517,26.71972,orig,lr,15f,orig_lr_15f_d
518,27.209525,orig,lr,15f,orig_lr_15f_d
519,26.803030999999997,orig,lr,15f,orig_lr_15f_d
520,28.187732999999998,orig,lr,20f,orig_lr_20f_d
521,28.471546,orig,lr,20f,orig_lr_20f_d
522,27.582693,orig,lr,20f,orig_lr_20f_d
523,2.629143,orig,lr,10f,orig_lr_10f_d
524,2.684685,orig,lr,10f,orig_lr_10f_d
525,2.737419,orig,lr,10f,orig_lr_10f_d
526,5.807113999999999,orig,lr,15f,orig_lr_15f_d
527,5.643358,orig,lr,15f,orig_lr_15f_d
528,5.751938,orig,lr,15f,orig_lr_15f_d
529,5.975021,orig,lr,20f,orig_lr_20f_d
530,5.899216,orig,lr,20f,orig_lr_20f_d
531,5.848129999999999,orig,lr,20f,orig_lr_20f_d
532,2.9513469999999997,orig,lr,10f,orig_lr_10f_d
533,3.043326,orig,lr,10f,orig_lr_10f_d
534,2.999565,orig,lr,10f,orig_lr_10f_d
535,12.899381,orig,lr,15f,orig_lr_15f_d
536,13.447047999999999,orig,lr,15f,orig_lr_15f_d
537,12.740141,orig,lr,15f,orig_lr_15f_d
538,17.618729,orig,lr,20f,orig_lr_20f_d
539,17.359147,orig,lr,20f,orig_lr_20f_d
540,17.679396999999998,orig,lr,20f,orig_lr_20f_d
541,1396.302944,anon,rf,10f,anon_rf_10f_d
542,1384.453975,anon,rf,10f,anon_rf_10f_d
543,1388.482652,anon,rf,10f,anon_rf_10f_d
544,1754.872766,anon,rf,15f,anon_rf_15f_d
545,1752.251069,anon,rf,15f,anon_rf_15f_d
546,1751.603914,anon,rf,15f,anon_rf_15f_d
547,2248.981668,anon,rf,20f,anon_rf_20f_d
548,2231.23495,anon,rf,20f,anon_rf_20f_d
549,2235.7799809999997,anon,rf,20f,anon_rf_20f_d
550,422.05195799999996,anon,rf,10f,anon_rf_10f_d
551,421.713397,anon,rf,10f,anon_rf_10f_d
552,422.529252,anon,rf,10f,anon_rf_10f_d
553,464.441804,anon,rf,15f,anon_rf_15f_d
554,460.451276,anon,rf,15f,anon_rf_15f_d
555,459.60062999999997,anon,rf,15f,anon_rf_15f_d
556,470.620439,anon,rf,20f,anon_rf_20f_d
557,471.654066,anon,rf,20f,anon_rf_20f_d
558,470.39845399999996,anon,rf,20f,anon_rf_20f_d
559,735.273326,anon,rf,10f,anon_rf_10f_d
560,749.082372,anon,rf,10f,anon_rf_10f_d
561,745.100569,anon,rf,10f,anon_rf_10f_d
562,1163.085646,anon,rf,15f,anon_rf_15f_d
563,1133.915493,anon,rf,15f,anon_rf_15f_d
564,1144.304383,anon,rf,15f,anon_rf_15f_d
565,1251.453828,anon,rf,20f,anon_rf_20f_d
566,1252.500944,anon,rf,20f,anon_rf_20f_d
567,1247.809855,anon,rf,20f,anon_rf_20f_d
568,1279.669515,anon,rf,10f,anon_rf_10f_d
569,1281.792189,anon,rf,10f,anon_rf_10f_d
570,1268.273303,anon,rf,10f,anon_rf_10f_d
571,1799.1278399999999,anon,rf,15f,anon_rf_15f_d
572,1787.685303,anon,rf,15f,anon_rf_15f_d
573,1787.226808,anon,rf,15f,anon_rf_15f_d
574,2224.420515,anon,rf,20f,anon_rf_20f_d
575,2218.3627899999997,anon,rf,20f,anon_rf_20f_d
576,2209.6858709999997,anon,rf,20f,anon_rf_20f_d
577,404.53009299999997,anon,rf,10f,anon_rf_10f_d
578,398.156879,anon,rf,10f,anon_rf_10f_d
579,404.86895899999996,anon,rf,10f,anon_rf_10f_d
580,459.178634,anon,rf,15f,anon_rf_15f_d
581,459.09281899999996,anon,rf,15f,anon_rf_15f_d
582,452.717896,anon,rf,15f,anon_rf_15f_d
583,456.52885999999995,anon,rf,20f,anon_rf_20f_d
584,458.615586,anon,rf,20f,anon_rf_20f_d
585,456.51262499999996,anon,rf,20f,anon_rf_20f_d
586,698.185346,anon,rf,10f,anon_rf_10f_d
587,701.8490949999999,anon,rf,10f,anon_rf_10f_d
588,708.765215,anon,rf,10f,anon_rf_10f_d
589,1112.598348,anon,rf,15f,anon_rf_15f_d
590,1103.218001,anon,rf,15f,anon_rf_15f_d
591,1098.411555,anon,rf,15f,anon_rf_15f_d
592,1165.317024,anon,rf,20f,anon_rf_20f_d
593,1171.416679,anon,rf,20f,anon_rf_20f_d
594,1160.500386,anon,rf,20f,anon_rf_20f_d
595,1887.8094979999998,orig,rf,10f,orig_rf_10f_d
596,1892.879798,orig,rf,10f,orig_rf_10f_d
597,1893.536596,orig,rf,10f,orig_rf_10f_d
598,2424.206869,orig,rf,15f,orig_rf_15f_d
599,2418.6382169999997,orig,rf,15f,orig_rf_15f_d
600,2404.9934169999997,orig,rf,15f,orig_rf_15f_d
601,2634.422944,orig,rf,20f,orig_rf_20f_d
602,2603.3934209999998,orig,rf,20f,orig_rf_20f_d
603,2628.227646,orig,rf,20f,orig_rf_20f_d
604,467.584619,orig,rf,10f,orig_rf_10f_d
605,473.998176,orig,rf,10f,orig_rf_10f_d
606,473.831978,orig,rf,10f,orig_rf_10f_d
607,502.538936,orig,rf,15f,orig_rf_15f_d
608,504.201956,orig,rf,15f,orig_rf_15f_d
609,500.92987,orig,rf,15f,orig_rf_15f_d
610,508.58872499999995,orig,rf,20f,orig_rf_20f_d
611,509.075723,orig,rf,20f,orig_rf_20f_d
612,506.763778,orig,rf,20f,orig_rf_20f_d
613,1192.84918,orig,rf,10f,orig_rf_10f_d
614,1187.731029,orig,rf,10f,orig_rf_10f_d
615,1186.879164,orig,rf,10f,orig_rf_10f_d
616,-260864.8639,orig,rf,15f,orig_rf_15f_d
617,1273.092261,orig,rf,15f,orig_rf_15f_d
618,1276.7693749999999,orig,rf,15f,orig_rf_15f_d
619,1406.142092,orig,rf,20f,orig_rf_20f_d
620,1410.708363,orig,rf,20f,orig_rf_20f_d
621,1402.341442,orig,rf,20f,orig_rf_20f_d
622,1906.8576059999998,orig,rf,10f,orig_rf_10f_d
623,1960.0627319999999,orig,rf,10f,orig_rf_10f_d
624,1959.0468039999998,orig,rf,10f,orig_rf_10f_d
625,2445.207669,orig,rf,15f,orig_rf_15f_d
626,2422.335841,orig,rf,15f,orig_rf_15f_d
627,2418.7472869999997,orig,rf,15f,orig_rf_15f_d
628,2601.763725,orig,rf,20f,orig_rf_20f_d
629,2586.624848,orig,rf,20f,orig_rf_20f_d
630,2593.9267099999997,orig,rf,20f,orig_rf_20f_d
631,480.62908,orig,rf,10f,orig_rf_10f_d
632,483.91074799999996,orig,rf,10f,orig_rf_10f_d
633,481.88780399999996,orig,rf,10f,orig_rf_10f_d
634,500.21435599999995,orig,rf,15f,orig_rf_15f_d
635,499.855349,orig,rf,15f,orig_rf_15f_d
636,501.925168,orig,rf,15f,orig_rf_15f_d
637,517.655169,orig,rf,20f,orig_rf_20f_d
638,516.800983,orig,rf,20f,orig_rf_20f_d
639,521.946052,orig,rf,20f,orig_rf_20f_d
640,869.206881,orig,rf,10f,orig_rf_10f_d
641,873.761801,orig,rf,10f,orig_rf_10f_d
642,874.5064289999999,orig,rf,10f,orig_rf_10f_d
643,1335.4277339999999,orig,rf,15f,orig_rf_15f_d
644,1327.523579,orig,rf,15f,orig_rf_15f_d
645,1327.019796,orig,rf,15f,orig_rf_15f_d
646,1383.8553439999998,orig,rf,20f,orig_rf_20f_d
647,1399.12972,orig,rf,20f,orig_rf_20f_d
648,1401.013504,orig,rf,20f,orig_rf_20f_d
649,0.9409759999999999,anon,knn,10f,anon_knn_10f_s
650,0.9047219999999999,anon,knn,10f,anon_knn_10f_s
651,0.935666,anon,knn,10f,anon_knn_10f_s
652,1.510861,anon,knn,15f,anon_knn_15f_s
653,1.411556,anon,knn,15f,anon_knn_15f_s
654,1.3406939999999998,anon,knn,15f,anon_knn_15f_s
655,1.909297,anon,knn,20f,anon_knn_20f_s
656,1.921808,anon,knn,20f,anon_knn_20f_s
657,1.792171,anon,knn,20f,anon_knn_20f_s
658,0.143554,anon,knn,10f,anon_knn_10f_s
659,0.179259,anon,knn,10f,anon_knn_10f_s
660,0.153992,anon,knn,10f,anon_knn_10f_s
661,0.177124,anon,knn,15f,anon_knn_15f_s
662,0.17748899999999998,anon,knn,15f,anon_knn_15f_s
663,0.174376,anon,knn,15f,anon_knn_15f_s
664,0.23168899999999998,anon,knn,20f,anon_knn_20f_s
665,0.213133,anon,knn,20f,anon_knn_20f_s
666,0.234619,anon,knn,20f,anon_knn_20f_s
667,0.467589,anon,knn,10f,anon_knn_10f_s
668,0.464964,anon,knn,10f,anon_knn_10f_s
669,0.432799,anon,knn,10f,anon_knn_10f_s
670,0.6419039999999999,anon,knn,15f,anon_knn_15f_s
671,0.6447729999999999,anon,knn,15f,anon_knn_15f_s
672,0.606688,anon,knn,15f,anon_knn_15f_s
673,0.815245,anon,knn,20f,anon_knn_20f_s
674,0.8693219999999999,anon,knn,20f,anon_knn_20f_s
675,0.8744489999999999,anon,knn,20f,anon_knn_20f_s
676,0.9452499999999999,anon,knn,10f,anon_knn_10f_s
677,0.9426249999999999,anon,knn,10f,anon_knn_10f_s
678,0.900327,anon,knn,10f,anon_knn_10f_s
679,1.383481,anon,knn,15f,anon_knn_15f_s
680,1.3679169999999998,anon,knn,15f,anon_knn_15f_s
681,1.3715789999999999,anon,knn,15f,anon_knn_15f_s
682,1.745053,anon,knn,20f,anon_knn_20f_s
683,1.8214679999999999,anon,knn,20f,anon_knn_20f_s
684,1.758967,anon,knn,20f,anon_knn_20f_s
685,0.156127,anon,knn,10f,anon_knn_10f_s
686,0.11096099999999999,anon,knn,10f,anon_knn_10f_s
687,0.23626699999999998,anon,knn,10f,anon_knn_10f_s
688,0.173889,anon,knn,15f,anon_knn_15f_s
689,0.179809,anon,knn,15f,anon_knn_15f_s
690,0.174926,anon,knn,15f,anon_knn_15f_s
691,0.175109,anon,knn,20f,anon_knn_20f_s
692,0.204345,anon,knn,20f,anon_knn_20f_s
693,0.236511,anon,knn,20f,anon_knn_20f_s
694,0.411925,anon,knn,10f,anon_knn_10f_s
695,0.44439599999999996,anon,knn,10f,anon_knn_10f_s
696,0.44500599999999996,anon,knn,10f,anon_knn_10f_s
697,0.7117899999999999,anon,knn,15f,anon_knn_15f_s
698,0.670408,anon,knn,15f,anon_knn_15f_s
699,0.644164,anon,knn,15f,anon_knn_15f_s
700,0.882749,anon,knn,20f,anon_knn_20f_s
701,0.868711,anon,knn,20f,anon_knn_20f_s
702,0.868528,anon,knn,20f,anon_knn_20f_s
703,1.003966,orig,knn,10f,orig_knn_10f_s
704,0.9652689999999999,orig,knn,10f,orig_knn_10f_s
705,0.966368,orig,knn,10f,orig_knn_10f_s
706,1.468197,orig,knn,15f,orig_knn_15f_s
707,1.472226,orig,knn,15f,orig_knn_15f_s
708,1.392819,orig,knn,15f,orig_knn_15f_s
709,1.8041939999999999,orig,knn,20f,orig_knn_20f_s
710,1.7455399999999999,orig,knn,20f,orig_knn_20f_s
711,1.8345289999999999,orig,knn,20f,orig_knn_20f_s
712,0.172728,orig,knn,10f,orig_knn_10f_s
713,0.19927899999999998,orig,knn,10f,orig_knn_10f_s
714,0.176391,orig,knn,10f,orig_knn_10f_s
715,0.209106,orig,knn,15f,orig_knn_15f_s
716,0.175292,orig,knn,15f,orig_knn_15f_s
717,0.173462,orig,knn,15f,orig_knn_15f_s
718,0.267212,orig,knn,20f,orig_knn_20f_s
719,0.22472999999999999,orig,knn,20f,orig_knn_20f_s
720,0.23083499999999998,orig,knn,20f,orig_knn_20f_s
721,0.526489,orig,knn,10f,orig_knn_10f_s
722,0.46423299999999995,orig,knn,10f,orig_knn_10f_s
723,0.46807699999999997,orig,knn,10f,orig_knn_10f_s
724,0.701048,orig,knn,15f,orig_knn_15f_s
725,0.645323,orig,knn,15f,orig_knn_15f_s
726,0.6422709999999999,orig,knn,15f,orig_knn_15f_s
727,0.916014,orig,knn,20f,orig_knn_20f_s
728,0.896482,orig,knn,20f,orig_knn_20f_s
729,0.9283429999999999,orig,knn,20f,orig_knn_20f_s
730,0.9449449999999999,orig,knn,10f,orig_knn_10f_s
731,0.9873639999999999,orig,knn,10f,orig_knn_10f_s
732,0.980954,orig,knn,10f,orig_knn_10f_s
733,1.612422,orig,knn,15f,orig_knn_15f_s
734,1.418515,orig,knn,15f,orig_knn_15f_s
735,1.31976,orig,knn,15f,orig_knn_15f_s
736,1.8046209999999998,orig,knn,20f,orig_knn_20f_s
737,1.7767279999999999,orig,knn,20f,orig_knn_20f_s
738,1.8055979999999998,orig,knn,20f,orig_knn_20f_s
739,0.173157,orig,knn,10f,orig_knn_10f_s
740,0.152221,orig,knn,10f,orig_knn_10f_s
741,0.177124,orig,knn,10f,orig_knn_10f_s
742,0.174255,orig,knn,15f,orig_knn_15f_s
743,0.174622,orig,knn,15f,orig_knn_15f_s
744,0.174011,orig,knn,15f,orig_knn_15f_s
745,0.165405,orig,knn,20f,orig_knn_20f_s
746,0.20049999999999998,orig,knn,20f,orig_knn_20f_s
747,0.17535299999999998,orig,knn,20f,orig_knn_20f_s
748,0.460937,orig,knn,10f,orig_knn_10f_s
749,0.462096,orig,knn,10f,orig_knn_10f_s
750,0.467284,orig,knn,10f,orig_knn_10f_s
751,0.698484,orig,knn,15f,orig_knn_15f_s
752,0.648497,orig,knn,15f,orig_knn_15f_s
753,0.643247,orig,knn,15f,orig_knn_15f_s
754,0.902037,orig,knn,20f,orig_knn_20f_s
755,0.9420149999999999,orig,knn,20f,orig_knn_20f_s
756,0.8696879999999999,orig,knn,20f,orig_knn_20f_s
757,8.366189,anon,lr,10f,anon_lr_10f_s
758,8.41343,anon,lr,10f,anon_lr_10f_s
759,7.775187,anon,lr,10f,anon_lr_10f_s
760,7.405437999999999,anon,lr,15f,anon_lr_15f_s
761,7.064617999999999,anon,lr,15f,anon_lr_15f_s
762,7.283428,anon,lr,15f,anon_lr_15f_s
763,9.400670999999999,anon,lr,20f,anon_lr_20f_s
764,10.419285,anon,lr,20f,anon_lr_20f_s
765,10.173373999999999,anon,lr,20f,anon_lr_20f_s
766,0.670164,anon,lr,10f,anon_lr_10f_s
767,0.679075,anon,lr,10f,anon_lr_10f_s
768,0.7296119999999999,anon,lr,10f,anon_lr_10f_s
769,0.822569,anon,lr,15f,anon_lr_15f_s
770,0.75659,anon,lr,15f,anon_lr_15f_s
771,0.846128,anon,lr,15f,anon_lr_15f_s
772,1.0511439999999999,anon,lr,20f,anon_lr_20f_s
773,1.052914,anon,lr,20f,anon_lr_20f_s
774,0.8669399999999999,anon,lr,20f,anon_lr_20f_s
775,6.382857,anon,lr,10f,anon_lr_10f_s
776,6.325423,anon,lr,10f,anon_lr_10f_s
777,6.094405999999999,anon,lr,10f,anon_lr_10f_s
778,4.9932739999999995,anon,lr,15f,anon_lr_15f_s
779,4.752368,anon,lr,15f,anon_lr_15f_s
780,4.744617,anon,lr,15f,anon_lr_15f_s
781,7.205731,anon,lr,20f,anon_lr_20f_s
782,7.231915,anon,lr,20f,anon_lr_20f_s
783,6.669905,anon,lr,20f,anon_lr_20f_s
784,5.116076,anon,lr,10f,anon_lr_10f_s
785,5.464891,anon,lr,10f,anon_lr_10f_s
786,5.785996,anon,lr,10f,anon_lr_10f_s
787,8.218361999999999,anon,lr,15f,anon_lr_15f_s
788,8.397074,anon,lr,15f,anon_lr_15f_s
789,8.210611,anon,lr,15f,anon_lr_15f_s
790,5.6378639999999995,anon,lr,20f,anon_lr_20f_s
791,4.747974,anon,lr,20f,anon_lr_20f_s
792,4.877733999999999,anon,lr,20f,anon_lr_20f_s
793,0.828917,anon,lr,10f,anon_lr_10f_s
794,0.820921,anon,lr,10f,anon_lr_10f_s
795,0.833189,anon,lr,10f,anon_lr_10f_s
796,0.7800889999999999,anon,lr,15f,anon_lr_15f_s
797,0.779296,anon,lr,15f,anon_lr_15f_s
798,0.8379489999999999,anon,lr,15f,anon_lr_15f_s
799,0.6322019999999999,anon,lr,20f,anon_lr_20f_s
800,0.633787,anon,lr,20f,anon_lr_20f_s
801,0.5648179999999999,anon,lr,20f,anon_lr_20f_s
802,4.802172,anon,lr,10f,anon_lr_10f_s
803,4.809193,anon,lr,10f,anon_lr_10f_s
804,4.8184689999999994,anon,lr,10f,anon_lr_10f_s
805,6.100753,anon,lr,15f,anon_lr_15f_s
806,5.922287,anon,lr,15f,anon_lr_15f_s
807,5.909897,anon,lr,15f,anon_lr_15f_s
808,6.621747999999999,anon,lr,20f,anon_lr_20f_s
809,6.453596999999999,anon,lr,20f,anon_lr_20f_s
810,6.764631,anon,lr,20f,anon_lr_20f_s
811,440.45626999999996,orig,lr,10f,orig_lr_10f_s
812,451.479984,orig,lr,10f,orig_lr_10f_s
813,441.43557599999997,orig,lr,10f,orig_lr_10f_s
814,722.4548149999999,orig,lr,15f,orig_lr_15f_s
815,717.5925239999999,orig,lr,15f,orig_lr_15f_s
816,708.286089,orig,lr,15f,orig_lr_15f_s
817,748.613257,orig,lr,20f,orig_lr_20f_s
818,729.030727,orig,lr,20f,orig_lr_20f_s
819,735.7334079999999,orig,lr,20f,orig_lr_20f_s
820,8.83799,orig,lr,10f,orig_lr_10f_s
821,8.819251999999999,orig,lr,10f,orig_lr_10f_s
822,8.709572999999999,orig,lr,10f,orig_lr_10f_s
823,10.919772,orig,lr,15f,orig_lr_15f_s
824,11.22397,orig,lr,15f,orig_lr_15f_s
825,11.039399999999999,orig,lr,15f,orig_lr_15f_s
826,16.74599,orig,lr,20f,orig_lr_20f_s
827,14.778099,orig,lr,20f,orig_lr_20f_s
828,15.709311,orig,lr,20f,orig_lr_20f_s
829,193.084893,orig,lr,10f,orig_lr_10f_s
830,212.944829,orig,lr,10f,orig_lr_10f_s
831,209.40186799999998,orig,lr,10f,orig_lr_10f_s
832,248.416113,orig,lr,15f,orig_lr_15f_s
833,273.914338,orig,lr,15f,orig_lr_15f_s
834,250.719573,orig,lr,15f,orig_lr_15f_s
835,343.696997,orig,lr,20f,orig_lr_20f_s
836,324.038294,orig,lr,20f,orig_lr_20f_s
837,323.22146299999997,orig,lr,20f,orig_lr_20f_s
838,449.926521,orig,lr,10f,orig_lr_10f_s
839,452.83154399999995,orig,lr,10f,orig_lr_10f_s
840,444.313071,orig,lr,10f,orig_lr_10f_s
841,636.3321109999999,orig,lr,15f,orig_lr_15f_s
842,620.6046729999999,orig,lr,15f,orig_lr_15f_s
843,620.757627,orig,lr,15f,orig_lr_15f_s
844,539.636618,orig,lr,20f,orig_lr_20f_s
845,541.6065239999999,orig,lr,20f,orig_lr_20f_s
846,542.371719,orig,lr,20f,orig_lr_20f_s
847,9.422768,orig,lr,10f,orig_lr_10f_s
848,9.387976,orig,lr,10f,orig_lr_10f_s
849,8.924965,orig,lr,10f,orig_lr_10f_s
850,12.052766,orig,lr,15f,orig_lr_15f_s
851,12.034210999999999,orig,lr,15f,orig_lr_15f_s
852,13.179533,orig,lr,15f,orig_lr_15f_s
853,16.711444,orig,lr,20f,orig_lr_20f_s
854,15.976277999999999,orig,lr,20f,orig_lr_20f_s
855,13.828332999999999,orig,lr,20f,orig_lr_20f_s
856,199.901954,orig,lr,10f,orig_lr_10f_s
857,205.752647,orig,lr,10f,orig_lr_10f_s
858,207.03486999999998,orig,lr,10f,orig_lr_10f_s
859,278.966327,orig,lr,15f,orig_lr_15f_s
860,301.134116,orig,lr,15f,orig_lr_15f_s
861,274.294647,orig,lr,15f,orig_lr_15f_s
862,314.552051,orig,lr,20f,orig_lr_20f_s
863,316.640363,orig,lr,20f,orig_lr_20f_s
864,321.887359,orig,lr,20f,orig_lr_20f_s
865,648.4014169999999,anon,rf,10f,anon_rf_10f_s
866,648.625536,anon,rf,10f,anon_rf_10f_s
867,657.3781389999999,anon,rf,10f,anon_rf_10f_s
868,839.409899,anon,rf,15f,anon_rf_15f_s
869,819.203225,anon,rf,15f,anon_rf_15f_s
870,815.8874989999999,anon,rf,15f,anon_rf_15f_s
871,963.893102,anon,rf,20f,anon_rf_20f_s
872,955.4879099999999,anon,rf,20f,anon_rf_20f_s
873,951.887761,anon,rf,20f,anon_rf_20f_s
874,399.321426,anon,rf,10f,anon_rf_10f_s
875,391.203955,anon,rf,10f,anon_rf_10f_s
876,394.005705,anon,rf,10f,anon_rf_10f_s
877,404.244266,anon,rf,15f,anon_rf_15f_s
878,402.034676,anon,rf,15f,anon_rf_15f_s
879,399.094499,anon,rf,15f,anon_rf_15f_s
880,438.119484,anon,rf,20f,anon_rf_20f_s
881,436.89237499999996,anon,rf,20f,anon_rf_20f_s
882,433.58061599999996,anon,rf,20f,anon_rf_20f_s
883,481.64622799999995,anon,rf,10f,anon_rf_10f_s
884,482.11454899999995,anon,rf,10f,anon_rf_10f_s
885,485.512185,anon,rf,10f,anon_rf_10f_s
886,558.93021,anon,rf,15f,anon_rf_15f_s
887,557.621009,anon,rf,15f,anon_rf_15f_s
888,554.715682,anon,rf,15f,anon_rf_15f_s
889,608.679838,anon,rf,20f,anon_rf_20f_s
890,596.748106,anon,rf,20f,anon_rf_20f_s
891,591.9360459999999,anon,rf,20f,anon_rf_20f_s
892,635.8527429999999,anon,rf,10f,anon_rf_10f_s
893,637.150529,anon,rf,10f,anon_rf_10f_s
894,639.885813,anon,rf,10f,anon_rf_10f_s
895,832.444219,anon,rf,15f,anon_rf_15f_s
896,818.579203,anon,rf,15f,anon_rf_15f_s
897,810.678467,anon,rf,15f,anon_rf_15f_s
898,942.371551,anon,rf,20f,anon_rf_20f_s
899,931.115292,anon,rf,20f,anon_rf_20f_s
900,922.46291,anon,rf,20f,anon_rf_20f_s
901,383.996575,anon,rf,10f,anon_rf_10f_s
902,384.123163,anon,rf,10f,anon_rf_10f_s
903,389.176066,anon,rf,10f,anon_rf_10f_s
904,428.85254,anon,rf,15f,anon_rf_15f_s
905,429.203063,anon,rf,15f,anon_rf_15f_s
906,433.224477,anon,rf,15f,anon_rf_15f_s
907,430.186766,anon,rf,20f,anon_rf_20f_s
908,426.89917499999996,anon,rf,20f,anon_rf_20f_s
909,424.81141199999996,anon,rf,20f,anon_rf_20f_s
910,508.381756,anon,rf,10f,anon_rf_10f_s
911,506.039904,anon,rf,10f,anon_rf_10f_s
912,516.437399,anon,rf,10f,anon_rf_10f_s
913,541.420184,anon,rf,15f,anon_rf_15f_s
914,538.803492,anon,rf,15f,anon_rf_15f_s
915,542.03151,anon,rf,15f,anon_rf_15f_s
916,606.853183,anon,rf,20f,anon_rf_20f_s
917,599.12847,anon,rf,20f,anon_rf_20f_s
918,596.353088,anon,rf,20f,anon_rf_20f_s
919,844.167151,orig,rf,10f,orig_rf_10f_s
920,838.941822,orig,rf,10f,orig_rf_10f_s
921,847.9649929999999,orig,rf,10f,orig_rf_10f_s
922,932.154535,orig,rf,15f,orig_rf_15f_s
923,931.289181,orig,rf,15f,orig_rf_15f_s
924,910.5344729999999,orig,rf,15f,orig_rf_15f_s
925,1118.468878,orig,rf,20f,orig_rf_20f_s
926,1104.838726,orig,rf,20f,orig_rf_20f_s
927,1089.70351,orig,rf,20f,orig_rf_20f_s
928,427.19794099999996,orig,rf,10f,orig_rf_10f_s
929,420.386986,orig,rf,10f,orig_rf_10f_s
930,429.421385,orig,rf,10f,orig_rf_10f_s
931,452.46057299999995,orig,rf,15f,orig_rf_15f_s
932,448.99647,orig,rf,15f,orig_rf_15f_s
933,449.06959,orig,rf,15f,orig_rf_15f_s
934,500.759094,orig,rf,20f,orig_rf_20f_s
935,500.255189,orig,rf,20f,orig_rf_20f_s
936,497.688607,orig,rf,20f,orig_rf_20f_s
937,655.9964279999999,orig,rf,10f,orig_rf_10f_s
938,638.902478,orig,rf,10f,orig_rf_10f_s
939,643.8354499999999,orig,rf,10f,orig_rf_10f_s
940,683.10311,orig,rf,15f,orig_rf_15f_s
941,687.894968,orig,rf,15f,orig_rf_15f_s
942,675.095867,orig,rf,15f,orig_rf_15f_s
943,768.649642,orig,rf,20f,orig_rf_20f_s
944,755.1025599999999,orig,rf,20f,orig_rf_20f_s
945,755.772297,orig,rf,20f,orig_rf_20f_s
946,792.463364,orig,rf,10f,orig_rf_10f_s
947,792.354967,orig,rf,10f,orig_rf_10f_s
948,789.9709389999999,orig,rf,10f,orig_rf_10f_s
949,927.44422,orig,rf,15f,orig_rf_15f_s
950,917.572235,orig,rf,15f,orig_rf_15f_s
951,900.2763199999999,orig,rf,15f,orig_rf_15f_s
952,1046.7597719999999,orig,rf,20f,orig_rf_20f_s
953,1035.4659159999999,orig,rf,20f,orig_rf_20f_s
954,1034.923741,orig,rf,20f,orig_rf_20f_s
955,410.751878,orig,rf,10f,orig_rf_10f_s
956,408.842825,orig,rf,10f,orig_rf_10f_s
957,411.367233,orig,rf,10f,orig_rf_10f_s
958,478.160153,orig,rf,15f,orig_rf_15f_s
959,476.78533899999996,orig,rf,15f,orig_rf_15f_s
960,474.700444,orig,rf,15f,orig_rf_15f_s
961,466.95113599999996,orig,rf,20f,orig_rf_20f_s
962,466.051603,orig,rf,20f,orig_rf_20f_s
963,463.628451,orig,rf,20f,orig_rf_20f_s
964,614.109024,orig,rf,10f,orig_rf_10f_s
965,622.9973679999999,orig,rf,10f,orig_rf_10f_s
966,627.082317,orig,rf,10f,orig_rf_10f_s
967,690.469241,orig,rf,15f,orig_rf_15f_s
968,692.370237,orig,rf,15f,orig_rf_15f_s
969,685.260636,orig,rf,15f,orig_rf_15f_s
970,771.3480629999999,orig,rf,20f,orig_rf_20f_s
971,769.42613,orig,rf,20f,orig_rf_20f_s
972,762.665711,orig,rf,20f,orig_rf_20f_s
